"lang"
{
	"Language"		"English"
		"DOTA_Tooltip_ability_paladin_divine_shield_Lore"								"Paladin's signature ability."
		"DOTA_Tooltip_ability_paladin_divine_shield_Note0"								"Axe can still kill a unit under Divine Shield with Cut from Above if it is under certain HP threshold."
		"DOTA_Tooltip_ability_paladin_divine_shield_Note1"								"Strong Dispel removes most debuffs and stuns. Super Strong Dispel removes almost ALL debuffs."
		"DOTA_Tooltip_ability_paladin_divine_shield_scepter_description"				"Divine Shield also applies Spell immunity. DISPEL TYPE: Super Strong Dispel."

		"DOTA_Tooltip_modifier_paladin_divine_shield"                                   "Divine Shield"
		"DOTA_Tooltip_modifier_paladin_divine_shield_Description"                       "Immune to all damage."

		"DOTA_Tooltip_modifier_paladin_divine_shield_upgraded"                          "Divine Shield (Scepter)"
		"DOTA_Tooltip_modifier_paladin_divine_shield_upgraded_Description"              "Spell immune and immune to all damage."
		
		"DOTA_Tooltip_ability_special_bonus_unique_paladin_1"                           "+{s:value} Holy Purification AoE"
		"DOTA_Tooltip_ability_special_bonus_unique_paladin_2"                           "Global Eternal Devotion"
		"DOTA_Tooltip_ability_special_bonus_unique_paladin_2_Description"			    "Global aura and when Paladin dies all allies on the map gain Guardian Angel's protection."
		"DOTA_Tooltip_ability_special_bonus_unique_paladin_3"                           "-{s:value} Holy Purification Cooldown"
		"DOTA_Tooltip_ability_special_bonus_unique_paladin_4"                           "Paladin's Hammer Purges"
		"DOTA_Tooltip_ability_special_bonus_unique_paladin_4_Description"               "Dispels enemies and kills illusions and summons."
		"DOTA_Tooltip_ability_special_bonus_unique_paladin_5"                           "Wrath of God"
		"DOTA_Tooltip_ability_special_bonus_unique_paladin_5_Description"               "When Paladin dies, uncontrollable Angels will attack all enemies within the Eternal Devotion AoE."
		"DOTA_Tooltip_ability_special_bonus_unique_paladin_6"                           "+{s:value} Holy Purification Damage/Heal"
		"DOTA_Tooltip_ability_special_bonus_unique_paladin_7"                           "+{s:value}s Paladin's Hammer Stun Duration"
		"DOTA_Tooltip_ability_special_bonus_unique_paladin_8"                           "-{s:value}s Paladin's Hammer Cooldown"

		// ******************** PERUN LIGHTNING SHAMAN ********************
		"DOTA_Tooltip_ability_perun_ball_of_lightning"                          "Ball Of Lightning"
		"DOTA_Tooltip_ability_perun_ball_of_lightning_Description"              "Sends a lightning ball in a straight line. It explodes on enemies dealing AoE damage plus percentage of Perun's intelligence."
		"DOTA_Tooltip_ability_perun_ball_of_lightning_Lore"                     "The Storm is coming in."
		//"DOTA_Tooltip_ability_perun_ball_of_lightning_ball_speed"               "BALL SPEED:"
		//"DOTA_Tooltip_ability_perun_ball_of_lightning_ball_width"               "BALL WIDTH:"
		"DOTA_Tooltip_ability_perun_ball_of_lightning_ball_range"               "MAX TRAVEL DISTANCE:"
		//"DOTA_Tooltip_ability_perun_ball_of_lightning_ball_vision"              "VISION RADIUS:"
		//"DOTA_Tooltip_ability_perun_ball_of_lightning_vision_duration"          "VISION DURATION:"
		"DOTA_Tooltip_ability_perun_ball_of_lightning_base_damage"              "BASE DAMAGE:"
		"DOTA_Tooltip_ability_perun_ball_of_lightning_int_multiplier"           "BONUS DMG PER INT:"
		"DOTA_Tooltip_ability_perun_ball_of_lightning_damage_radius"            "RADIUS:"

		"DOTA_Tooltip_ability_perun_sky_wrath"                                  "Perun's Wrath"
		"DOTA_Tooltip_ability_perun_sky_wrath_Description"                      "Damages and blinds enemy units with lightning from the sky. Enemies closest to the centre are stunned. When cast, spell also provides True Sight in a %true_sight_radius% radius."
		"DOTA_Tooltip_ability_perun_sky_wrath_Lore"								"Perun was like Zeus, a god of thunder and lightning."
		"DOTA_Tooltip_ability_perun_sky_wrath_Note0"							"This ability destroys trees."
		"DOTA_Tooltip_ability_perun_sky_wrath_Note1"							"Spell immune units are still revealed with True Sight."
		"DOTA_Tooltip_ability_perun_sky_wrath_stun_duration"                    "STUN DURATION:"
		"DOTA_Tooltip_ability_perun_sky_wrath_stun_radius"                      "STUN RADIUS:"
		"DOTA_Tooltip_ability_perun_sky_wrath_blind_duration"                   "BLIND DURATION:"
		"DOTA_Tooltip_ability_perun_sky_wrath_blind_radius"                     "BLIND AND DAMAGE RADIUS:"
		"DOTA_Tooltip_ability_perun_sky_wrath_miss_chance"                      "%BLIND MISS CHANCE:"
		"DOTA_Tooltip_ability_perun_sky_wrath_true_sight_radius"                "TRUE SIGHT RADIUS:"
		"DOTA_Tooltip_ability_perun_sky_wrath_true_sight_duration"              "TRUE SIGHT DURATION:"
		"DOTA_Tooltip_ability_perun_sky_wrath_damage"                           "DAMAGE:"
		
		"DOTA_Tooltip_modifier_custom_sky_blinded"                              "Perun's Wrath (Blind)"
		"DOTA_Tooltip_modifier_custom_sky_blinded_Description"                  "Missing %dMODIFIER_PROPERTY_MISS_PERCENTAGE%%% of attacks."

		"DOTA_Tooltip_modifier_custom_sky_disabled"                             "Perun's Wrath (Stun)"
		"DOTA_Tooltip_modifier_custom_sky_disabled_Description"                 "Stunned."

		"DOTA_Tooltip_ability_perun_electric_trap"                              "Electric Trap"
		"DOTA_Tooltip_ability_perun_electric_trap_Description"                  "Plant a trap that stuns nearby enemy units when triggered."
		"DOTA_Tooltip_ability_perun_electric_trap_Lore"							"Zap!"
		"DOTA_Tooltip_ability_perun_electric_trap_radius"                       "RADIUS:"
		"DOTA_Tooltip_ability_perun_electric_trap_stun_duration"                "STUN DURATION:"
		"DOTA_Tooltip_ability_perun_electric_trap_duration"                     "TRAP DURATION:"
		"DOTA_Tooltip_ability_perun_electric_trap_delay"                        "TRIGGER DELAY:"
		
		"DOTA_Tooltip_modifier_custom_electric_trap_stun"                       "Electrified"
		"DOTA_Tooltip_modifier_custom_electric_trap_stun_Description"           "Stunned and frozen with Electric Trap."
		
		"DOTA_Tooltip_ability_perun_electric_shield"                            "Electric Shield"
		"DOTA_Tooltip_ability_perun_electric_shield_Description"                "Surrounds the target unit with a electric shield that damages enemy units in an area around it."
		"DOTA_Tooltip_ability_perun_electric_shield_Lore"						"Perun protects you!"
		"DOTA_Tooltip_ability_perun_electric_shield_radius"                     "RADIUS:"
		"DOTA_Tooltip_ability_perun_electric_shield_damage_per_second"          "DAMAGE PER SECOND:"
		"DOTA_Tooltip_ability_perun_electric_shield_duration"                   "DURATION:"
		"DOTA_Tooltip_ability_perun_electric_shield_shard_description"          "Increases duration and provides bonus hp to allies."
		"DOTA_Tooltip_ability_perun_electric_shield_shard_duration"             "SHARD DURATION:"
		"DOTA_Tooltip_ability_perun_electric_shield_shard_ally_bonus_hp"        "SHARD BONUS HP:"
		
		"DOTA_Tooltip_modifier_perun_electric_shield"                           "Electric Shield"
		"DOTA_Tooltip_modifier_perun_electric_shield_Description"               "Doing damage to nearby enemies."
		
		"DOTA_Tooltip_ability_perun_ion_blast"                                  "Ion Blast"
		"DOTA_Tooltip_ability_perun_ion_blast_Description"                      "Create an ionized beam that razes through everything on its path dealing damage and burning mana."
		"DOTA_Tooltip_ability_perun_ion_blast_Lore"								"Kame-hame-ha!"
		"DOTA_Tooltip_ability_perun_ion_blast_start_radius"                     "WIDTH:"
		"DOTA_Tooltip_ability_perun_ion_blast_distance"                         "DISTANCE:"
		"DOTA_Tooltip_ability_perun_ion_blast_damage"                           "DAMAGE:"
		"DOTA_Tooltip_ability_perun_ion_blast_mana_burn"                        "MANA BURN:"

		"DOTA_Tooltip_ability_perun_purge"                                      "Purge"
		"DOTA_Tooltip_ability_perun_purge_Description"                          "Remove debuffs from allies or buffs from enemies. Purge also damages enemies for %base_damage% and slows them by 100%%. Summoned units and illusions take bonus damage."
		"DOTA_Tooltip_ability_perun_purge_Lore"                                 "Perun knows every trick in the book. The most powerful purge in all of the worlds."
		"DOTA_Tooltip_ability_perun_purge_Note0"							    "Applies Super Strong Dispel to allies and Basic Dispel to enemies."
		"DOTA_Tooltip_ability_perun_purge_Note1"							    "Slow goes through spell immunity but damage doesn't."
		"DOTA_Tooltip_ability_perun_purge_Note2"							    "Some summoned units cannot be purged (for example Charmed units)."
		"DOTA_Tooltip_ability_perun_purge_slow_creep_duration"                  "DURATION (CREEPS):"
		"DOTA_Tooltip_ability_perun_purge_slow_hero_duration"                   "DURATION (HEROES):"
		"DOTA_Tooltip_ability_perun_purge_summon_damage"                        "SUMMONS BONUS DAMAGE:"
		"DOTA_Tooltip_ability_perun_purge_base_damage"                          "BASE DAMAGE:"
		
		"DOTA_Tooltip_modifier_purge_enemy_hero"                                "Purged"
		"DOTA_Tooltip_modifier_purge_enemy_hero_Description"                    "Slowed and dispelled."

		"DOTA_Tooltip_modifier_purge_enemy_creep"                               "Purged"
		"DOTA_Tooltip_modifier_purge_enemy_creep_Description"                   "Slowed and dispelled."
		
		"DOTA_Tooltip_ability_special_bonus_unique_perun_1"                     "+{s:value} Perun's Wrath Damage"
		"DOTA_Tooltip_ability_special_bonus_unique_perun_2"                     "+{s:value} Electric Shield Radius"
		"DOTA_Tooltip_ability_special_bonus_unique_perun_3"                     "+{s:value} Electric Shield Damage"
		"DOTA_Tooltip_ability_special_bonus_unique_perun_4"                     "Ion Blast Global Range"

		// ******************** PUDGE ********************
		"DOTA_Tooltip_ability_pudge_custom_meat_hook"											"Meat Hook"
		"DOTA_Tooltip_ability_pudge_custom_meat_hook_Description"								"Launches a bloody hook toward a unit or location. The hook will snag the first unit it encounters, dragging the unit back to Pudge, dealing damage if it is an enemy. <br><br><font color='#70EA72'>Faster hook. Can hook invulnerable units. Can't hook runes. Doesn't kill creeps.</font>"
		"DOTA_Tooltip_ability_pudge_custom_meat_hook_Lore"										"The Butcher's hook is a symbolic nightmare, its curved blade a frightening reminder of his slaughterous intent."
		"DOTA_Tooltip_ability_pudge_custom_meat_hook_Note0"									"Interrupts channeling spells of the primary target if it's an enemy."
		"DOTA_Tooltip_ability_pudge_custom_meat_hook_Note1"									"Meat Hook hits invisible units."
		"DOTA_Tooltip_ability_pudge_custom_meat_hook_Note2"									"Meat Hook can go through trees, cliffs, buildings, ancient units and Roshan."
		"DOTA_Tooltip_ability_pudge_custom_meat_hook_Note3"									"Meat Hook can drag friendly units, but they won't be damaged."
		"DOTA_Tooltip_ability_pudge_custom_meat_hook_Note4"									"Meat Hook can hit and drag runes to Pudge, refunding the Hook's mana cost."
		"DOTA_Tooltip_ability_pudge_custom_meat_hook_damage"									"DAMAGE:"
		"DOTA_Tooltip_ability_pudge_custom_meat_hook_hook_distance"							"CAST RANGE:"
		"DOTA_Tooltip_ability_pudge_custom_meat_hook_hook_speed"                            "HOOK SPEED:"

		"DOTA_Tooltip_ability_pudge_custom_rot"												"Rot"
		"DOTA_Tooltip_ability_pudge_custom_rot_Description"									"A toxic cloud that deals intense damage and slows movement--harming not only enemy units but Pudge himself. <br><br><font color='#70EA72'>Pudge can deny himself with this.</font>"
		"DOTA_Tooltip_ability_pudge_custom_rot_scepter_description"							"Increases Rot radius and damage, and causes it to reduce enemy healing, lifesteal, health regen and spell lifesteal."
		"DOTA_Tooltip_ability_pudge_custom_rot_Lore"											"A foul odor precedes a toxic, choking gas, emanating from the Butcher's putrid, ever-swelling mass."
		"DOTA_Tooltip_ability_pudge_custom_rot_Note0"											"Using Rot doesn't interrupt channeling."
		"DOTA_Tooltip_ability_pudge_custom_rot_Note1"											"Rot hits invisible units."
		"DOTA_Tooltip_ability_pudge_custom_rot_Note2"											"If Pudge is silenced, he can't deactivate Rot if it's activated."
		"DOTA_Tooltip_ability_pudge_custom_rot_radius"										"RADIUS:"
		"DOTA_Tooltip_ability_pudge_custom_rot_move_speed_slow"										"%MOVE SLOW:"
		"DOTA_Tooltip_ability_pudge_custom_rot_damage_per_second"										"DAMAGE PER SECOND:"
		"DOTA_Tooltip_ability_pudge_custom_rot_scepter_damage_per_second"						"SCEPTER DAMAGE PER SECOND:"
		"DOTA_Tooltip_ability_pudge_custom_rot_scepter_radius"	        			"SCEPTER RADIUS:"
		"DOTA_Tooltip_ability_pudge_custom_rot_scepter_heal_reduction"				"%SCEPTER HEAL REDUCTION:"
		
		"DOTA_Tooltip_modifier_pudge_custom_rot_aura_effect"                                  "Rot"
		"DOTA_Tooltip_modifier_pudge_custom_rot_aura_effect_Description"                      "Move speed reduced by %dMODIFIER_PROPERTY_MOVESPEED_BONUS_PERCENTAGE%%%."

		"DOTA_Tooltip_ability_pudge_custom_flesh_heap"											"Flesh Heap"
		"DOTA_Tooltip_ability_pudge_custom_flesh_heap_Description"								"Passively grants magic resistance and bonus strength that increases each time Pudge kills an enemy Hero. Flesh Heap is retroactive, meaning it can gain charges before it is skilled, which then become active. <br><br><font color='#70EA72'>Doesn't have an active. Grants magic resistance. Gains 1 stack for every 30 enemy creeps killed. Gains stacks only if Pudge himself got the kill.</font>"
